rank,row,col,utility,suitability,basis_match,block_row,block_col
1,106,70,0.98478997,0.9766,1,6,4
2,92,70,0.98452854,0.9761977,1,5,4
3,85,64,0.9806931,0.97029704,1,5,4
4,78,89,0.973771,0.9596477,1,4,5
5,100,64,0.97343516,0.9591311,1,6,4
6,77,60,0.9658023,0.9473883,1,4,3
7,92,89,0.95524025,0.9311388,1,5,5
8,98,64,0.95416594,0.92948616,1,6,4
9,85,63,0.9518775,0.9259653,1,5,3
10,77,89,0.9505373,0.92390364,1,4,5
11,106,71,0.9503795,0.9236608,1,6,4
12,78,90,0.95012605,0.9232708,1,4,5
13,86,64,0.945519,0.9161831,1,5,4
14,105,70,0.9441434,0.9140668,1,6,4
15,84,64,0.9432739,0.91272914,1,5,4
16,99,76,0.9413017,0.90969497,1,6,4
17,100,63,0.93942595,0.90680915,1,6,3
18,107,71,0.9384701,0.90533864,1,6,4
19,98,63,0.93656564,0.9024087,1,6,3
20,77,70,0.9362606,0.90193933,1,4,4
21,85,83,0.93089235,0.89368063,1,5,5
22,92,71,0.9298645,0.89209926,1,5,4
23,79,70,0.92832994,0.8897385,1,4,4
24,77,90,0.92769146,0.8887561,1,4,5
25,99,77,0.9272845,0.88813,1,6,4
26,92,90,0.92670715,0.8872417,1,5,5
27,106,69,0.9209198,0.87833816,1,6,4
28,100,76,0.9201286,0.87712085,1,6,4
29,78,71,0.9189284,0.8752744,1,4,4
30,79,90,0.9160185,0.8707977,1,4,5
31,86,63,0.916018,0.870797,1,5,3
32,107,87,0.9137083,0.8672437,1,6,5
33,93,71,0.9115386,0.8639056,1,5,4
34,85,76,0.9113451,0.8636079,1,5,4
35,100,65,0.9112129,0.86340445,1,6,4
36,91,89,0.90878177,0.8596644,1,5,5
37,99,83,0.9063122,0.85586494,1,6,5
38,93,90,0.9052303,0.85420054,1,5,5
39,96,61,0.9041474,0.8525344,1,6,3
40,71,76,0.9026805,0.8502777,1,4,4
41,78,69,0.90259993,0.8501538,1,4,4
42,99,94,0.9013277,0.8481966,1,6,5
43,98,76,0.8974415,0.8422177,1,6,4
44,91,90,0.89638925,0.84059894,1,5,5
45,107,69,0.89604473,0.8400689,1,6,4
46,103,67,0.8957149,0.8395614,1,6,4
47,91,69,0.89463997,0.83790773,1,5,4
48,105,71,0.89283526,0.8351312,1,6,4
49,101,93,0.8915924,0.8332192,1,6,5
50,93,69,0.88834894,0.82822925,1,5,4
51,84,83,0.8880017,0.82769495,1,5,5
52,86,83,0.8860023,0.82461905,1,5,5
53,85,82,0.8831215,0.8201869,1,5,5
54,92,83,0.88296294,0.819943,1,5,5
55,78,88,0.88268423,0.81951416,1,4,5
56,84,76,0.88117194,0.8171876,1,5,4
57,71,67,0.88041544,0.81602377,1,4,4
58,79,71,0.88017964,0.81566095,1,4,4
59,77,69,0.87933147,0.8143561,1,4,4
60,100,83,0.87727475,0.81119204,1,6,5
61,107,83,0.8764442,0.8099143,1,6,5
62,88,67,0.8762044,0.80954516,1,5,4
63,96,73,0.87518704,0.8079801,1,6,4
64,79,59,0.8751105,0.8078623,1,4,3
65,102,66,0.8740611,0.80624783,1,6,4
66,95,73,0.873492,0.8053724,1,5,4
67,78,77,0.87294054,0.804524,1,4,4
68,92,58,0.8699038,0.79985195,1,5,3
69,106,82,0.86917806,0.79873556,1,6,5
70,72,76,0.86864805,0.79792005,1,4,4
71,86,77,0.8685913,0.7978329,1,5,4
72,86,76,0.8673012,0.795848,1,5,4
73,70,76,0.86682105,0.79510933,1,4,4
74,98,65,0.8668144,0.7950991,1,6,4
75,84,77,0.8641213,0.79095596,1,5,4
76,96,74,0.86330366,0.789698,1,6,4
77,93,83,0.86190844,0.7875514,1,5,5
78,103,68,0.86188805,0.78752005,1,6,4
79,103,80,0.8618586,0.7874749,1,6,5
80,72,83,0.86083686,0.78590286,1,4,5
81,103,66,0.86039674,0.78522587,1,6,4
82,70,81,0.85959744,0.78399616,1,4,5
83,98,83,0.85901976,0.78310734,1,6,5
84,78,76,0.8588593,0.7828605,1,4,4
85,85,95,0.8587214,0.7826484,1,5,5
86,148,166,0.85739994,0.78061527,1,9,10
87,96,86,0.85699296,0.7799892,1,6,5
88,78,83,0.8569225,0.7798809,1,4,5
89,76,61,0.856578,0.77935076,1,4,3
90,85,84,0.8565569,0.77931833,1,5,5
91,92,77,0.8558649,0.7782538,1,5,4
92,70,82,0.8546269,0.77634907,1,4,5
93,76,89,0.8538102,0.7750927,1,4,5
94,101,63,0.8530868,0.77397984,1,6,3
95,104,68,0.8526182,0.77325886,1,6,4
96,94,70,0.8525499,0.7731537,1,5,4
97,89,66,0.8522632,0.7727127,1,5,4
98,100,93,0.85221446,0.7726376,1,6,5
99,99,89,0.8520911,0.77244776,1,6,5
100,93,58,0.8519634,0.77225137,1,5,3
101,86,82,0.85193825,0.77221274,1,5,5
102,107,82,0.85154974,0.77161497,1,6,5
103,82,61,0.8512094,0.7710914,1,5,3
104,92,76,0.8510871,0.77090335,1,5,4
105,95,86,0.8508073,0.77047276,1,5,5
106,72,77,0.84987736,0.7690421,1,4,4
107,99,82,0.84931684,0.76817983,1,6,5
108,93,59,0.8488974,0.7675345,1,5,3
109,89,80,0.84875953,0.76732236,1,5,5
110,103,79,0.84761137,0.765556,1,6,4
111,105,83,0.8475213,0.7654174,1,6,5
112,74,86,0.8474411,0.76529396,1,4,5
113,92,82,0.84677786,0.76427364,1,5,5
114,84,82,0.8467083,0.7641667,1,5,5
115,87,64,0.84583503,0.76282316,1,5,4
116,84,84,0.84516764,0.76179636,1,5,5
117,81,73,0.84515214,0.7617726,1,5,4
118,69,79,0.8438269,0.75973374,1,4,4
119,74,73,0.84379745,0.7596884,1,4,4
120,97,61,0.84377134,0.75964826,1,6,3
121,88,79,0.8436023,0.75938815,1,5,4
122,93,88,0.8433693,0.75902975,1,5,5
123,86,95,0.84304744,0.75853455,1,5,5
124,99,84,0.8427496,0.75807637,1,6,5
125,70,80,0.8424734,0.7576514,1,4,5
126,81,60,0.8423518,0.75746435,1,5,3
127,83,63,0.84233874,0.75744426,1,5,3
128,74,74,0.84186125,0.7567097,1,4,4
129,76,90,0.84123725,0.75574964,1,4,5
130,106,88,0.84113795,0.7555969,1,6,5
131,107,68,0.84110105,0.75554013,1,6,4
132,83,64,0.8408612,0.7551711,1,5,4
133,87,65,0.84076667,0.7550256,1,5,4
134,82,73,0.8406062,0.7547788,1,5,4
135,100,82,0.8401884,0.75413597,1,6,5
136,82,74,0.839831,0.7535862,1,5,4
137,82,93,0.839449,0.7529985,1,5,5
138,191,163,0.83930075,0.7527704,1,11,10
139,99,75,0.8389491,0.7522294,1,6,4
140,75,86,0.8387159,0.7518707,1,4,5
141,102,79,0.8383907,0.7513704,1,6,4
142,82,86,0.83751154,0.7500178,1,5,5
143,91,88,0.8371351,0.74943864,1,5,5
144,199,195,0.83707297,0.7493431,1,12,12
145,95,59,0.837057,0.7493185,1,5,3
146,147,168,0.83701515,0.7492541,1,9,10
147,81,86,0.8367876,0.74890405,1,5,5
148,91,83,0.8367144,0.74879146,1,5,5
149,101,66,0.83642316,0.7483434,1,6,4
150,76,70,0.8363763,0.7482712,1,4,4
151,149,195,0.8361689,0.7479521,1,9,12
152,101,77,0.8360069,0.7477029,1,6,4
153,84,95,0.8360001,0.7476924,1,5,5
154,95,72,0.8345758,0.74550116,1,5,4
155,88,68,0.8340833,0.74474365,1,5,4
156,100,89,0.83338,0.7436615,1,6,5
157,99,62,0.833298,0.74353546,1,6,3
158,98,75,0.833078,0.74319696,1,6,4
159,200,195,0.83298004,0.7430463,1,12,12
160,105,82,0.83285725,0.7428574,1,6,5
161,69,80,0.8326038,0.7424674,1,4,5
162,72,82,0.83225375,0.7419289,1,4,5
163,86,84,0.8314773,0.7407343,1,5,5
164,77,76,0.8310348,0.7400535,1,4,4
165,79,77,0.83095664,0.7399333,1,4,4
166,90,68,0.8306558,0.7394705,1,5,4
167,85,89,0.8306097,0.7393995,1,5,5
168,191,164,0.8305799,0.7393537,1,11,10
169,70,79,0.8301798,0.73873824,1,4,4
170,88,92,0.830154,0.7386985,1,5,5
171,85,94,0.8299751,0.7384233,1,5,5
172,88,93,0.82985467,0.738238,1,5,5
173,97,64,0.82956815,0.7377972,1,6,4
174,93,76,0.82881314,0.7366356,1,5,4
175,92,59,0.8281702,0.7356464,1,5,3
176,74,80,0.82758045,0.7347391,1,4,5
177,156,159,0.8274462,0.7345327,1,9,9
178,83,62,0.82731885,0.73433673,1,5,3
179,101,76,0.8272387,0.7342134,1,6,4
180,77,83,0.82719857,0.73415166,1,4,5
181,106,77,0.8271842,0.7341296,1,6,4
182,76,71,0.8271781,0.7341202,1,4,4
183,75,67,0.82708526,0.7339774,1,4,4
184,157,187,0.82671326,0.73340505,1,9,11
185,102,68,0.82662445,0.73326844,1,6,4
186,191,188,0.8265915,0.7332177,1,11,11
187,104,67,0.8264264,0.73296374,1,6,4
188,90,70,0.82632226,0.7328035,1,5,4
189,71,84,0.8259996,0.7323071,1,4,5
190,108,72,0.8257359,0.7319015,1,6,4
191,81,74,0.8255123,0.7315574,1,5,4
192,80,59,0.8254062,0.7313941,1,5,3
193,85,70,0.82488227,0.7305881,1,5,4
194,192,187,0.8248408,0.7305243,1,12,11
195,97,60,0.82465017,0.7302311,1,6,3
196,107,85,0.8245094,0.7300145,1,6,5
197,94,72,0.82449406,0.7299909,1,5,4
198,81,80,0.82440937,0.72986066,1,5,5
199,149,166,0.824208,0.7295509,1,9,10
200,91,82,0.82399714,0.72922647,1,5,5
201,96,93,0.82380277,0.7289274,1,6,5
202,200,194,0.8237243,0.7288067,1,12,12
203,81,93,0.82367414,0.7287295,1,5,5
204,93,77,0.8235971,0.72861093,1,5,4
205,95,87,0.82353115,0.72850955,1,5,5
206,99,90,0.8233832,0.7282819,1,6,5
207,84,94,0.82324445,0.7280684,1,5,5
208,87,63,0.8225411,0.7269864,1,5,3
209,76,88,0.82228625,0.7265942,1,4,5
210,96,72,0.8222133,0.726482,1,6,4
211,84,62,0.8218473,0.72591895,1,5,3
212,81,67,0.82173586,0.72574747,1,5,4
213,74,85,0.8212364,0.7249791,1,4,5
214,102,65,0.82109106,0.7247555,1,6,4
215,95,92,0.8209827,0.7245888,1,5,5
216,76,69,0.8208301,0.7243541,1,4,4
217,74,67,0.8205649,0.7239461,1,4,4
218,107,84,0.8203846,0.72366863,1,6,5
219,91,77,0.8203429,0.7236045,1,5,4
220,80,90,0.8203387,0.7235981,1,5,5
221,183,195,0.82005966,0.72316873,1,11,12
222,96,85,0.8193065,0.72201,1,6,5
223,97,74,0.8193026,0.72200406,1,6,4
224,158,187,0.819186,0.72182465,1,9,11
225,93,82,0.8186711,0.7210325,1,5,5
226,147,167,0.81836385,0.7205598,1,9,10
227,100,84,0.81790864,0.71985954,1,6,5
228,104,70,0.81783354,0.71974397,1,6,4
229,80,70,0.81769115,0.71952486,1,5,4
230,87,66,0.81737673,0.71904117,1,5,4
231,107,72,0.8172864,0.7189022,1,6,4
232,192,188,0.81727755,0.7188886,1,12,11
233,96,87,0.8171768,0.7187336,1,6,5
234,103,86,0.8169551,0.7183925,1,6,5
235,100,78,0.8166801,0.7179694,1,6,4
236,192,159,0.81648433,0.7176683,1,12,9
237,89,86,0.8161102,0.71709263,1,5,5
238,83,65,0.8154448,0.716069,1,5,4
239,182,195,0.8153678,0.71595055,1,11,12
240,199,194,0.8153391,0.7159063,1,12,12
241,157,188,0.81515,0.7156154,1,9,11
242,100,62,0.81439275,0.7144504,1,6,3
243,86,94,0.81419724,0.71414965,1,5,5
244,74,87,0.8140448,0.71391505,1,4,5
245,83,94,0.81393105,0.7137401,1,5,5
246,149,196,0.813823,0.7135739,1,9,12
247,80,91,0.8137479,0.7134583,1,5,5
248,97,75,0.8137224,0.713419,1,6,4
249,90,67,0.8136444,0.7132991,1,5,4
250,95,62,0.8135586,0.71316713,1,5,3
251,82,67,0.8132782,0.7127358,1,5,4
252,95,85,0.8119036,0.71062094,1,5,5
253,107,66,0.81176805,0.7104124,1,6,4
254,75,80,0.8114037,0.70985186,1,4,5
255,106,76,0.81111944,0.7094146,1,6,4
256,192,164,0.81095237,0.7091575,1,12,10
257,80,69,0.81081855,0.70895165,1,5,4
258,192,160,0.8106329,0.708666,1,12,10
259,99,78,0.8104377,0.7083657,1,6,4
260,78,64,0.8103428,0.70821977,1,4,4
261,91,59,0.810236,0.70805544,1,5,3
262,174,187,0.8100091,0.7077064,1,10,11
263,190,163,0.8096788,0.70719814,1,11,10
264,94,69,0.809484,0.70689845,1,5,4
265,145,183,0.808879,0.7059677,1,9,11
266,98,89,0.8088129,0.70586604,1,6,5
267,183,196,0.80875695,0.70577997,1,11,12
268,175,163,0.80829084,0.70506287,1,10,10
269,71,75,0.8080672,0.7047188,1,4,4
270,78,91,0.8079891,0.7045987,1,4,5
271,82,85,0.80790913,0.7044756,1,5,5
272,103,81,0.80737233,0.7036498,1,6,5
273,72,75,0.807197,0.70338005,1,4,4
274,75,68,0.8069166,0.70294863,1,4,4
275,90,91,0.8067993,0.70276815,1,5,5
276,79,91,0.8065009,0.7023092,1,4,5
277,76,60,0.80634785,0.7020737,1,4,3
278,102,86,0.80634415,0.702068,1,6,5
279,156,158,0.806064,0.70163697,1,9,9
280,191,203,0.8056869,0.7010568,1,11,12
281,200,196,0.8056715,0.7010331,1,12,12
282,190,164,0.8056074,0.70093447,1,11,10
283,149,179,0.8055227,0.7008042,1,9,11
284,158,188,0.80529976,0.70046115,1,9,11
285,74,79,0.8051502,0.70023113,1,4,4
286,166,195,0.80499065,0.6999857,1,10,12
287,87,94,0.804831,0.69974005,1,5,5
288,104,71,0.80473006,0.6995848,1,6,4
289,96,59,0.80467653,0.69950235,1,6,3
290,148,200,0.8046618,0.69947976,1,9,12
291,84,75,0.80444205,0.6991417,1,5,4
292,70,74,0.80444163,0.699141,1,4,4
293,148,196,0.8044323,0.69912666,1,9,12
294,149,194,0.80416614,0.6987172,1,9,12
295,199,196,0.8036717,0.69795656,1,12,12
296,100,90,0.8035771,0.697811,1,6,5
297,70,75,0.80354404,0.69776016,1,4,4
298,97,73,0.8035197,0.6977227,1,6,4
299,106,87,0.8035139,0.6977137,1,6,5
300,74,66,0.80291533,0.6967929,1,4,4
301,157,158,0.8023628,0.6959428,1,9,9
302,85,90,0.8021272,0.6955803,1,5,5
303,86,62,0.8021271,0.6955802,1,5,3
304,102,81,0.8021177,0.69556576,1,6,5
305,70,78,0.80160475,0.6947766,1,4,4
306,175,187,0.80160034,0.6947698,1,10,11
307,82,66,0.8013662,0.6944096,1,5,4
308,75,72,0.8012404,0.694216,1,4,4
309,92,84,0.8011771,0.6941186,1,5,5
310,75,79,0.801074,0.69396013,1,4,4
311,80,88,0.80057037,0.69318515,1,5,5
312,165,195,0.8005316,0.69312567,1,10,12
313,94,73,0.8004487,0.69299805,1,5,4
314,90,89,0.8003871,0.6929032,1,5,5
315,84,89,0.80013025,0.69250816,1,5,5
316,107,76,0.7996123,0.69171125,1,6,4
317,81,72,0.7994578,0.6914736,1,5,4
318,86,89,0.79926693,0.6911799,1,5,5
319,147,199,0.7989334,0.69066674,1,9,12
320,72,84,0.7987195,0.6903377,1,4,5
321,90,71,0.79857135,0.6901098,1,5,4
322,192,162,0.79827845,0.68965924,1,12,10
323,93,84,0.79818654,0.68951786,1,5,5
324,105,68,0.79794747,0.68915,1,6,4
325,108,85,0.79775774,0.6888581,1,6,5
326,94,58,0.7976608,0.688709,1,5,3
327,88,81,0.7965652,0.68702334,1,5,5
328,157,209,0.79633486,0.6866691,1,9,13
329,156,188,0.7963345,0.6866685,1,9,11
330,89,60,0.79630387,0.6866214,1,5,3
331,83,75,0.7960304,0.6862006,1,5,4
332,89,81,0.7957357,0.68574727,1,5,5
333,89,73,0.79572964,0.68573797,1,5,4
334,148,180,0.7955853,0.6855158,1,9,11
335,88,61,0.79540515,0.6852387,1,5,3
336,82,87,0.795149,0.6848447,1,5,5
337,86,70,0.795141,0.6848323,1,5,4
338,198,195,0.7950428,0.6846813,1,12,12
339,147,200,0.79494894,0.6845369,1,9,12
340,104,80,0.7946513,0.684079,1,6,5
341,88,65,0.79456437,0.68394524,1,5,4
342,81,91,0.79454684,0.68391824,1,5,5
343,201,194,0.7944873,0.6838266,1,12,12
344,75,85,0.79397327,0.68303585,1,4,5
345,79,82,0.7937658,0.68271667,1,4,5
346,69,81,0.79308116,0.68166333,1,4,5
347,84,70,0.7930585,0.6816286,1,5,4
348,182,194,0.79262537,0.68096215,1,11,12
349,76,72,0.7926113,0.6809405,1,4,4
350,83,83,0.7925042,0.6807757,1,5,5
351,156,187,0.7924301,0.68066174,1,9,11
352,191,162,0.79241693,0.6806414,1,11,10
353,96,79,0.79228806,0.68044317,1,6,4
354,81,85,0.79223514,0.6803618,1,5,5
355,69,74,0.7922059,0.6803168,1,4,4
356,88,85,0.79191947,0.6798761,1,5,5
357,91,68,0.79177177,0.67964894,1,5,4
358,175,164,0.7917515,0.6796177,1,10,10
359,71,86,0.7916465,0.6794561,1,4,5
360,182,196,0.7916333,0.6794359,1,11,12
361,94,91,0.79149806,0.67922777,1,5,5
362,175,188,0.7914632,0.6791742,1,10,11
363,87,67,0.791459,0.67916775,1,5,4
364,104,66,0.7910036,0.67846704,1,6,4
365,101,67,0.7909727,0.67841953,1,6,4
366,83,61,0.79068553,0.6779778,1,5,3
367,94,61,0.7904323,0.67758816,1,5,3
368,80,68,0.7904055,0.67754704,1,5,4
369,86,75,0.7903522,0.67746496,1,5,4
370,88,74,0.79028785,0.67736596,1,5,4
371,191,186,0.79015785,0.677166,1,11,11
372,80,72,0.79008985,0.6770613,1,5,4
373,103,74,0.78977257,0.6765732,1,6,4
374,80,87,0.7897506,0.67653936,1,5,5
375,145,184,0.7895075,0.67616546,1,9,11
376,148,179,0.78941166,0.676018,1,9,11
377,99,95,0.7892024,0.675696,1,6,5
378,184,196,0.7892015,0.6756946,1,11,12
379,102,78,0.7891309,0.6755861,1,6,4
380,183,194,0.7890564,0.6754714,1,11,12
381,101,75,0.7889774,0.67534983,1,6,4
382,71,78,0.7888897,0.67521495,1,4,4
383,95,80,0.7887948,0.675069,1,5,5
384,187,168,0.7887374,0.67498064,1,11,10
385,73,74,0.78867954,0.67489165,1,4,4
386,102,74,0.78851163,0.6746333,1,6,4
387,97,93,0.7879988,0.6738444,1,6,5
388,96,75,0.78778374,0.6735135,1,6,4
389,104,79,0.78775823,0.6734742,1,6,4
390,73,75,0.7876009,0.67323214,1,4,4
391,81,66,0.78733456,0.6728224,1,5,4
392,147,198,0.78727585,0.6727321,1,9,12
393,109,72,0.7869698,0.67226124,1,6,4
394,153,175,0.7865232,0.6715742,1,9,10
395,74,72,0.7864808,0.67150897,1,4,4
396,148,194,0.7864282,0.671428,1,9,12
397,183,171,0.78616357,0.67102087,1,11,10
398,104,81,0.7861563,0.67100966,1,6,5
399,105,72,0.7861518,0.67100286,1,6,4
400,85,71,0.7861448,0.670992,1,5,4
401,88,73,0.7856759,0.6702706,1,5,4
402,166,196,0.7854026,0.6698502,1,10,12
403,87,62,0.7853454,0.66976213,1,5,3
404,103,85,0.7852466,0.66961014,1,6,5
405,78,84,0.7851677,0.66948885,1,4,5
406,89,74,0.7849443,0.66914517,1,5,4
407,108,83,0.78480446,0.66893,1,6,5
408,101,83,0.78472066,0.66880107,1,6,5
409,97,85,0.78451616,0.6684864,1,6,5
410,188,167,0.7844839,0.6684369,1,11,10
411,193,163,0.7840994,0.66784525,1,12,10
412,85,78,0.78393567,0.6675933,1,5,4
413,88,87,0.7836172,0.6671034,1,5,5
414,73,83,0.78356934,0.66702974,1,4,5
